Date	Time	ShopType	Owner	TradingPlayer	World	X	Y	Z	CostList	ProductList
2024-06-10	14:02:28	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:29	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:29	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:29	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:29	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:29	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:30	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:30	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:30	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:30	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:30	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:31	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:31	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:03:27	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:03:41	Trade	Self_lakshh	PuneetD	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:03:46	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:03:46	Trade	Self_lakshh	PuneetD	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:03:47	Trade	Self_lakshh	PuneetD	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:03:48	Trade	Self_lakshh	PuneetD	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:03:57	Trade	Self_lakshh	PuneetD	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:04:04	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:04:07	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
